PM2.5,PM10,NO2,SO2,O3,Temperature,Humidity,Industrial_Proximity,Population_Density,Risk_Score,Disease_Risk
52.06,94.37,18.98,13.88,32.96,12.31,33.86,1,13072.27,66.98,Moderate
4.9,11.47,28.7,10.53,75.25,14.0,34.07,0,5092.53,25.8,Low
33.13,58.87,61.66,8.56,34.18,5.27,52.18,1,18923.36,71.77,Moderate
25.93,40.72,24.14,8.93,24.6,24.89,53.57,1,4448.51,45.09,Low
83.96,198.56,36.31,9.27,40.64,7.33,80.41,0,11744.65,78.16,Moderate
41.13,95.43,30.1,19.06,19.28,29.05,42.12,1,19029.4,60.88,Moderate
32.9,46.5,14.46,21.08,22.47,40.19,62.69,0,17582.93,34.1,Low
44.09,54.4,50.6,9.2,58.73,40.65,83.96,0,11088.55,52.87,Moderate
1.89,2.49,24.68,36.38,59.81,14.09,57.71,0,19828.55,23.48,Low
20.48,32.21,18.8,13.68,43.14,13.13,89.28,0,17987.07,28.67,Low
22.87,56.34,29.85,15.8,52.21,32.81,31.87,0,9921.13,34.44,Low
48.58,93.58,54.59,30.48,81.77,25.57,47.26,1,22440.08,76.68,Moderate
15.24,25.69,28.48,6.01,38.83,24.26,83.14,0,3978.01,22.07,Low
37.09,87.35,28.1,19.39,22.66,11.92,49.84,1,9282.81,62.74,Moderate
30.79,55.08,35.5,5.09,50.72,26.2,56.4,1,17596.34,54.65,Moderate
21.32,34.32,41.58,4.44,56.7,33.65,85.07,0,21887.95,34.87,Low
22.36,54.18,20.45,38.94,58.67,17.27,69.97,0,8403.2,34.12,Low
30.59,70.5,22.52,47.32,62.88,29.64,35.33,1,14250.44,59.38,Moderate
6.36,14.61,19.27,15.69,59.9,26.6,69.26,0,790.07,18.14,Low
53.05,99.0,35.28,7.2,50.4,18.47,49.4,1,9585.65,70.73,Moderate
18.12,40.35,24.66,18.59,52.72,24.49,52.6,0,8607.91,26.07,Low
27.09,38.83,25.61,12.94,48.22,14.53,58.6,0,21140.54,33.75,Low
82.11,159.73,26.25,23.96,8.21,33.56,51.32,0,2312.43,64.19,Moderate
53.62,132.93,8.26,12.63,5.63,14.7,67.35,0,2021.81,44.19,Low
13.13,20.73,39.15,12.75,18.93,19.02,46.93,0,11346.2,25.23,Low
1.48,3.3,19.94,4.55,56.4,34.03,64.56,1,10481.03,37.51,Low
45.3,83.25,24.88,7.77,31.25,19.77,71.35,0,4458.22,40.43,Low
27.85,34.86,17.27,10.38,42.72,15.64,59.01,0,6951.93,29.8,Low
37.23,81.61,10.55,19.49,71.27,26.84,61.04,0,24367.76,36.21,Low
52.51,74.52,28.31,6.61,61.67,42.95,61.36,0,13072.97,52.76,Moderate
57.74,116.69,33.82,43.34,5.0,36.64,61.93,0,2652.4,55.57,Moderate
24.17,31.69,107.56,12.37,54.6,31.1,58.45,0,1718.8,54.85,Moderate
30.25,73.54,16.11,2.71,41.12,34.94,57.73,0,1527.48,33.64,Low
41.98,66.3,43.63,9.31,26.88,30.16,58.17,0,10030.97,42.71,Low
43.76,65.39,19.62,21.92,33.45,27.29,62.79,1,21707.63,56.61,Moderate
36.99,50.6,46.26,9.54,33.73,34.14,53.51,1,20906.46,62.63,Moderate
76.65,186.26,37.65,4.49,13.77,28.47,57.8,0,9513.22,64.14,Moderate
43.45,92.34,16.3,8.18,44.89,24.47,74.88,0,19473.38,37.08,Low
52.03,112.6,9.76,6.49,83.53,26.86,90.1,0,18930.09,44.93,Low
39.06,72.24,7.15,19.09,60.32,28.32,96.92,0,12333.39,34.6,Low
15.15,27.54,49.38,6.27,5.0,28.06,62.01,0,10407.5,26.29,Low
20.43,27.44,12.21,1.19,45.83,28.65,44.53,0,4923.44,21.11,Low
12.68,24.44,48.66,5.82,45.82,15.13,56.35,0,7329.89,32.21,Low
61.77,93.95,25.82,27.8,20.1,22.93,62.19,0,8798.04,47.67,Low
9.0,22.23,20.69,18.33,15.78,12.33,76.23,0,20411.59,21.78,Low
29.4,65.74,41.51,1.68,57.95,27.63,49.24,0,14047.35,38.07,Low
25.12,43.64,19.71,25.95,42.1,28.44,58.14,0,5422.41,28.85,Low
24.66,34.44,38.89,31.84,30.45,38.18,44.84,0,2847.78,37.79,Low
26.21,58.21,16.32,20.04,52.05,28.0,84.99,0,12668.26,29.91,Low
85.44,116.08,61.06,4.91,82.35,21.3,68.14,0,16824.76,74.68,Moderate
5.93,8.57,14.35,28.09,45.16,20.79,54.68,1,20562.65,36.96,Low
70.9,104.57,39.28,10.27,45.83,31.46,60.96,0,20034.21,59.44,Moderate
27.79,53.48,53.84,6.32,39.57,18.19,39.75,0,20691.82,40.61,Low
55.41,123.19,0.6,10.3,32.16,26.53,66.82,1,11472.26,59.68,Moderate
34.29,55.17,36.66,17.07,56.38,34.54,65.78,0,21708.61,42.35,Low
13.78,18.05,14.57,20.0,36.15,45.25,33.43,0,11392.9,27.43,Low
75.03,135.36,41.34,14.22,50.0,36.56,49.06,0,4618.97,68.15,Moderate
68.1,147.94,30.15,11.67,70.01,19.75,55.52,0,10235.77,61.87,Moderate
14.62,21.76,35.82,4.51,54.9,17.54,55.66,0,8830.61,28.44,Low
47.5,70.58,24.44,18.36,14.53,31.3,52.4,0,10108.33,39.83,Low
21.14,51.39,56.21,14.55,13.36,22.86,61.91,0,16636.17,34.32,Low
9.35,22.83,7.46,19.6,65.07,10.21,80.91,1,16594.45,44.12,Low
18.16,45.17,52.25,11.02,37.76,50.92,67.18,0,6010.09,45.29,Low
72.39,162.87,16.53,21.36,45.22,26.73,77.67,1,8240.3,77.72,Moderate
56.26,81.27,4.06,19.45,24.16,37.49,65.47,0,15086.19,42.45,Low
26.43,38.99,26.58,8.44,52.32,21.67,55.21,0,2561.15,30.19,Low
72.6,119.22,15.02,11.94,77.76,24.69,57.34,0,17372.27,54.59,Moderate
64.94,104.78,34.88,22.95,43.03,26.52,72.04,1,4882.86,74.27,Moderate
18.18,44.42,37.27,24.25,52.96,22.27,68.11,0,21342.42,31.98,Low
83.39,185.62,22.77,31.12,64.91,17.41,80.0,1,10338.9,92.15,High
24.95,53.42,36.01,6.24,73.6,46.98,60.1,0,5909.74,45.1,Low
27.43,39.55,31.48,8.88,26.41,28.55,39.07,1,16861.6,49.67,Low
6.08,14.49,26.22,40.53,48.27,9.22,57.08,0,14073.75,28.52,Low
20.85,47.45,22.22,55.06,65.5,26.02,37.61,0,4712.42,32.31,Low
29.56,41.76,17.41,15.8,71.08,10.61,57.98,1,20765.45,57.11,Moderate
39.78,92.78,78.13,11.77,31.53,16.54,42.39,1,11605.58,77.19,Moderate
13.82,21.47,25.33,54.87,26.6,26.07,58.6,1,4230.0,43.95,Low
18.82,24.56,32.52,43.54,36.9,30.39,62.21,0,20006.46,30.48,Low
84.5,173.55,40.05,23.16,33.58,-0.23,58.18,1,3769.14,101.46,High
62.32,127.76,20.82,11.16,34.43,42.16,55.87,0,24216.94,57.09,Moderate
69.45,91.91,34.16,16.85,48.24,18.41,54.24,1,11324.34,77.02,Moderate
31.28,50.5,73.55,1.96,29.18,22.75,77.0,1,18341.45,63.87,Moderate
40.55,100.99,14.32,26.4,71.18,40.34,64.23,1,11573.21,68.04,Moderate
48.17,100.29,73.53,6.68,31.91,42.11,37.19,0,5095.29,63.77,Moderate
83.75,180.0,42.04,38.83,27.98,18.8,61.99,1,19073.79,93.89,High
9.18,13.55,16.36,1.25,16.6,35.63,82.77,0,7589.25,17.03,Low
22.41,29.18,13.61,6.98,65.15,26.59,53.08,1,17219.24,43.97,Low
38.18,59.56,73.26,14.04,14.13,51.55,54.23,0,6805.63,59.3,Moderate
34.44,52.47,49.84,13.38,49.15,18.27,69.48,0,6407.15,43.59,Low
18.64,28.05,23.3,6.02,53.89,41.5,47.17,0,11707.42,31.49,Low
45.57,66.1,17.98,13.91,5.0,19.15,42.29,1,20497.86,55.05,Moderate
23.06,44.9,16.41,10.97,13.83,14.26,36.53,0,15534.01,26.48,Low
32.78,53.32,22.46,13.98,32.44,21.97,70.2,0,2084.39,31.34,Low
44.29,100.37,24.07,8.0,77.89,8.59,73.04,0,18479.69,51.77,Moderate
23.85,34.32,29.06,30.17,32.45,15.69,51.22,1,14704.39,52.61,Moderate
53.37,96.27,11.94,17.15,29.93,21.8,42.68,0,15777.36,40.86,Low
59.51,72.46,15.85,8.41,25.0,22.47,73.05,1,9162.66,60.41,Moderate
19.18,35.02,21.62,21.21,24.69,34.16,58.11,0,14125.96,26.83,Low
22.94,29.19,91.57,6.91,27.3,33.22,29.9,0,9611.27,47.1,Low
15.49,38.29,31.33,7.11,26.56,24.64,65.58,1,2496.89,42.97,Low
32.3,71.95,8.42,1.61,25.7,7.63,64.37,0,21188.54,34.06,Low
39.76,73.04,12.45,18.12,25.68,3.65,80.83,0,17111.65,42.0,Low
25.5,33.47,72.68,14.9,32.38,19.7,72.59,0,16925.76,42.73,Low
39.04,76.92,56.52,5.22,59.02,16.64,73.44,1,5245.13,70.86,Moderate
22.5,49.2,19.52,5.06,17.58,19.08,46.84,1,16758.12,45.0,Low
23.03,33.35,36.51,18.41,27.06,41.22,39.71,1,6184.75,56.16,Moderate
41.1,79.68,33.67,8.75,29.61,18.93,67.69,0,17344.6,41.38,Low
24.14,54.52,25.92,18.44,40.0,16.35,60.28,0,8671.5,33.05,Low
31.13,68.44,13.75,1.78,24.74,24.97,69.7,0,4359.09,26.09,Low
42.05,94.35,5.45,3.42,81.51,19.8,61.88,0,22703.48,38.98,Low
38.67,90.62,46.37,27.75,51.66,30.97,81.67,1,3063.93,69.37,Moderate
22.73,55.0,34.21,15.78,59.49,27.46,53.53,0,19163.8,33.61,Low
63.25,109.24,13.94,22.81,44.77,43.54,60.63,0,2993.5,56.43,Moderate
8.74,16.95,54.9,8.77,68.09,22.08,50.5,0,17275.63,30.81,Low
1.05,2.35,70.86,5.83,17.14,44.31,46.88,0,3204.45,33.87,Low
46.81,98.6,30.6,26.21,28.85,31.98,79.87,0,12966.2,46.76,Low
38.18,95.23,25.23,0.08,23.67,30.31,58.3,1,5105.89,57.39,Moderate
13.88,16.91,7.04,12.22,36.57,5.12,96.98,1,21731.25,44.18,Low
35.0,58.16,22.67,21.82,71.67,3.61,39.85,1,10336.37,66.66,Moderate
20.54,32.15,11.05,8.7,83.99,8.9,61.46,0,877.95,32.06,Low
44.67,68.84,23.62,59.11,59.09,27.14,62.41,0,15889.95,44.73,Low
1.44,2.14,51.07,12.53,38.04,32.54,78.7,0,11405.91,24.94,Low
27.16,57.63,39.9,18.5,62.4,30.35,46.77,1,21563.61,59.36,Moderate
22.01,28.84,55.93,5.29,69.66,25.38,51.06,1,11112.03,56.15,Moderate
53.49,115.76,21.28,43.51,63.53,34.03,38.78,1,10572.94,74.58,Moderate
6.31,13.25,8.91,13.81,37.33,36.94,81.98,0,11625.28,17.61,Low
33.51,51.15,20.62,9.21,37.86,21.92,34.17,1,21566.42,50.95,Moderate
46.45,71.01,30.69,13.17,26.83,30.58,61.82,0,14877.15,41.68,Low
93.14,187.92,57.55,20.35,35.1,28.84,97.46,1,16899.38,100.78,High
22.98,50.35,45.23,7.11,24.01,33.06,77.07,0,18150.07,34.94,Low
40.2,94.05,6.02,17.08,38.71,28.28,78.47,0,23469.13,34.51,Low
6.73,15.52,30.02,1.7,39.54,27.64,85.7,0,21019.25,18.69,Low
32.38,79.47,50.75,2.72,22.73,18.96,62.6,1,23218.46,61.69,Moderate
66.08,129.25,60.21,13.64,93.71,27.06,62.5,0,8910.97,69.18,Moderate
93.69,223.1,53.38,40.23,45.92,21.6,59.96,1,5763.58,106.11,High
42.68,96.07,15.2,1.38,65.85,14.31,58.84,0,5483.04,43.31,Low
8.69,20.54,15.83,6.84,64.01,28.0,50.81,1,21516.13,38.86,Low
72.56,88.17,78.14,3.31,78.86,14.78,80.74,1,20849.49,94.61,High
8.76,21.52,18.51,8.56,21.86,24.57,52.1,0,16435.08,14.47,Low
12.79,23.23,70.19,12.89,29.09,21.34,55.76,1,2042.09,54.53,Moderate
76.31,170.75,12.56,9.92,5.0,19.38,40.13,0,8292.18,55.67,Moderate
30.8,42.06,23.6,0.65,7.65,39.05,72.45,1,18487.93,51.46,Moderate
21.14,36.25,3.79,1.79,19.81,41.38,83.89,0,6589.93,23.57,Low
50.5,78.42,22.39,3.41,36.96,22.03,26.54,0,15789.44,40.28,Low
36.26,57.27,13.52,7.64,38.12,34.97,83.21,0,13797.16,33.85,Low
62.49,85.01,40.09,5.45,103.5,9.19,71.07,0,6935.47,64.33,Moderate
37.38,84.0,39.87,7.96,50.07,13.18,79.06,0,23391.28,47.02,Low
37.94,45.99,35.08,11.16,59.41,24.39,65.6,0,6790.11,37.66,Low
61.14,98.21,14.07,9.06,42.84,14.33,69.01,1,22422.38,69.02,Moderate
30.52,43.54,56.1,46.25,13.74,28.76,64.98,0,13752.83,41.27,Low
16.58,32.58,26.72,47.44,45.93,27.88,45.01,0,2749.79,28.68,Low
52.32,80.08,42.32,13.24,7.72,24.53,58.18,1,20923.81,63.97,Moderate
26.47,40.68,53.57,6.23,36.39,48.67,52.65,1,19890.09,66.83,Moderate
39.36,72.21,28.92,8.95,52.96,28.68,76.29,1,20858.88,59.67,Moderate
5.35,10.96,8.13,15.22,28.26,30.76,55.96,0,16134.64,12.9,Low
29.67,40.28,31.33,4.52,43.86,29.86,67.33,0,17934.58,32.56,Low
22.25,31.78,22.6,15.45,27.96,15.99,43.68,0,22722.92,27.71,Low
5.18,7.88,12.96,9.4,17.89,44.5,87.64,0,3628.61,19.23,Low
30.31,74.75,65.23,41.54,49.76,10.96,63.92,0,2534.43,55.32,Moderate
31.02,53.24,20.78,4.39,60.89,27.85,39.69,1,3564.35,51.92,Moderate
41.22,81.56,38.27,33.59,60.84,32.44,75.15,0,21816.76,49.29,Low
65.41,99.03,44.59,15.33,35.18,34.84,63.76,1,14291.89,79.41,Moderate
59.07,108.54,31.34,5.84,5.0,21.89,71.87,0,4813.6,46.52,Low
23.41,30.34,19.07,22.05,41.77,32.43,100.0,0,3971.95,28.22,Low
36.77,45.79,7.34,7.57,65.39,14.52,77.19,1,11412.88,54.03,Moderate
45.07,81.55,34.81,9.72,13.7,41.7,76.41,1,20485.48,67.32,Moderate
23.89,41.06,20.92,6.11,75.62,23.37,54.67,0,20226.83,28.93,Low
9.51,13.11,76.83,27.19,5.0,20.03,61.61,1,21355.7,53.87,Moderate
28.11,58.86,15.5,55.28,47.94,18.62,54.65,0,19339.15,35.29,Low
67.08,167.09,3.91,4.46,56.6,27.97,40.34,0,2009.69,52.31,Moderate
9.1,15.6,10.11,25.5,69.36,9.2,53.56,0,18144.09,25.62,Low
15.25,30.68,53.31,12.77,49.18,33.85,77.03,0,13214.55,35.78,Low
17.95,44.02,45.54,23.54,33.49,19.03,65.73,1,18297.1,53.93,Moderate
15.39,35.1,64.88,14.95,43.36,38.04,42.5,0,12364.93,41.48,Low
50.64,91.28,22.87,10.18,26.35,12.58,58.38,0,12346.71,46.11,Low
20.48,44.21,41.73,75.86,5.0,26.32,48.22,0,3590.3,33.88,Low
51.49,70.36,30.3,14.12,35.16,30.54,66.99,0,22678.02,44.42,Low
33.49,62.48,16.43,25.22,49.82,31.62,49.74,0,9678.23,35.39,Low
7.19,11.23,26.58,6.23,60.51,19.83,51.68,0,14768.17,21.23,Low
24.27,34.22,19.83,39.35,30.28,12.65,40.72,0,5575.33,32.22,Low
60.15,105.52,62.49,12.27,69.54,20.43,84.97,1,9537.78,83.82,Moderate
36.03,49.38,16.34,2.68,36.64,36.67,59.22,0,21829.15,34.02,Low
25.62,54.03,68.48,8.4,49.57,45.92,58.3,0,5635.18,52.45,Moderate
67.57,121.17,15.53,13.85,54.92,8.77,65.01,0,5549.59,58.8,Moderate
14.05,26.57,19.84,13.24,41.07,17.62,66.1,1,6882.23,43.35,Low
21.04,29.26,27.51,11.0,38.19,7.68,49.72,0,14579.2,33.18,Low
56.71,78.36,14.98,12.81,71.14,19.52,63.55,0,13256.86,46.15,Low
49.98,97.89,27.34,4.02,6.02,18.62,61.38,0,4795.39,42.18,Low
13.1,32.5,30.03,12.38,40.85,13.04,75.32,0,17453.24,28.8,Low
44.1,58.44,60.35,7.39,5.0,41.63,71.28,1,22734.73,71.14,Moderate
20.23,31.79,3.84,18.51,5.0,36.47,59.86,0,5371.31,20.51,Low
4.91,11.45,15.64,13.03,38.94,27.43,60.36,0,16987.37,14.22,Low
25.98,33.62,74.25,6.58,29.48,23.9,56.82,0,14866.42,40.19,Low
97.29,227.53,19.52,19.34,81.58,33.93,61.63,0,8559.0,82.08,Moderate
60.79,114.39,19.51,26.82,34.93,14.98,59.51,0,15636.85,52.79,Moderate
31.47,54.46,14.85,15.92,62.7,27.38,62.38,0,5642.77,31.54,Low
8.59,13.76,41.11,5.33,41.03,18.95,37.98,0,20931.89,24.81,Low
5.09,8.07,6.83,49.87,15.97,48.43,50.4,1,1044.2,43.19,Low
33.56,53.61,33.65,11.49,5.0,11.42,81.55,0,14393.04,37.32,Low
42.27,99.34,81.39,15.48,12.72,22.28,50.11,1,8310.11,75.44,Moderate
51.01,109.2,5.3,1.29,46.56,12.05,57.91,1,22093.34,64.17,Moderate
47.39,98.12,41.44,12.75,71.94,32.52,63.17,1,12734.47,73.43,Moderate
49.95,111.81,9.62,23.21,21.73,32.5,57.42,1,20160.96,62.29,Moderate
39.0,59.83,35.07,9.3,56.76,18.02,51.52,1,23133.6,62.2,Moderate
66.69,133.6,33.04,17.57,36.37,12.58,73.81,1,8691.56,81.55,Moderate
22.22,39.96,43.39,18.04,18.7,21.14,44.44,0,22068.38,31.5,Low
33.22,73.66,17.64,24.67,47.09,18.02,29.12,0,18293.83,36.61,Low
7.21,11.56,18.36,11.85,71.83,25.64,79.33,0,3150.27,18.24,Low
21.87,44.54,44.19,8.04,38.49,41.2,40.65,0,3046.04,39.21,Low
59.77,140.28,17.51,3.14,56.59,31.61,70.86,0,20524.96,52.47,Moderate
48.95,84.33,47.71,18.2,46.17,32.59,54.18,1,11973.74,72.56,Moderate
3.22,4.15,2.75,47.33,46.21,24.96,82.53,1,12631.18,31.91,Low
101.65,190.18,31.62,5.5,23.94,51.44,56.28,0,22335.54,85.33,Moderate
36.09,59.55,45.69,22.0,49.82,26.17,51.88,0,22643.18,41.86,Low
36.55,75.8,22.9,42.39,10.76,32.26,73.31,0,3261.3,38.01,Low
20.85,50.79,61.99,6.26,47.23,35.99,78.6,0,9654.38,42.86,Low
24.36,44.62,18.12,27.55,67.45,24.49,84.29,0,22433.06,29.4,Low
35.83,64.71,30.77,2.64,76.08,27.07,22.32,1,20586.43,58.94,Moderate
47.21,96.83,50.95,27.82,19.15,19.3,30.3,1,18164.72,71.4,Moderate
40.2,53.65,10.58,0.67,48.83,25.18,43.66,0,2998.2,29.66,Low
22.1,33.8,53.89,4.48,25.89,39.63,43.23,0,15719.27,38.74,Low
16.39,39.26,33.37,18.66,42.81,36.64,52.6,1,14755.36,52.46,Moderate
15.52,32.14,14.35,13.91,78.44,31.88,60.76,0,4595.59,26.4,Low
62.66,76.28,25.73,28.44,57.56,34.1,62.87,0,19459.54,53.56,Moderate
58.08,85.14,13.37,11.46,26.95,24.63,68.31,1,8143.44,59.78,Moderate
44.49,92.88,39.26,3.9,25.82,34.48,49.54,0,15705.33,46.58,Low
62.38,136.84,21.54,14.31,40.34,23.48,58.65,0,9364.97,51.32,Moderate
29.81,68.33,19.58,20.23,41.7,8.67,59.06,1,2567.68,58.99,Moderate
55.01,86.91,40.1,17.62,42.66,43.32,60.25,0,13357.47,57.92,Moderate
45.97,110.79,22.52,18.28,10.22,22.96,52.42,0,8012.76,40.09,Low
55.94,107.33,26.68,22.42,79.98,35.54,63.19,0,2247.17,56.62,Moderate
14.28,30.08,25.32,12.36,81.96,21.37,44.44,0,5363.47,27.56,Low
2.66,5.26,3.68,28.43,49.59,-1.9,85.81,0,15661.97,23.95,Low
38.64,52.53,8.03,2.12,22.6,24.27,46.82,0,2983.86,25.95,Low
25.35,62.17,15.81,29.66,27.46,6.58,65.93,0,2642.93,36.02,Low
4.01,5.45,16.71,28.81,21.16,32.55,55.13,1,23628.53,35.93,Low
68.85,105.43,3.3,11.6,19.36,22.71,52.63,0,3134.32,43.31,Low
58.18,131.35,26.65,16.14,27.32,37.19,37.32,0,9713.46,54.84,Moderate
40.87,81.9,23.84,19.22,48.45,27.33,51.87,0,3768.57,39.62,Low
17.2,39.37,28.87,69.24,42.57,14.7,56.37,1,23512.09,55.81,Moderate
6.9,12.91,20.56,10.69,70.48,31.7,51.32,1,12288.45,41.69,Low
3.94,6.66,67.06,11.13,9.54,9.4,70.12,1,3222.42,52.22,Moderate
21.75,52.17,36.9,3.43,22.38,21.93,85.07,1,19336.0,49.11,Low
50.41,62.87,72.68,38.32,5.0,6.36,58.94,0,19629.27,61.91,Moderate
25.54,59.08,10.53,17.86,42.89,28.5,67.68,0,22579.39,27.11,Low
44.84,67.26,20.12,8.92,72.01,27.47,78.59,1,17788.56,60.03,Moderate
46.27,106.58,16.95,12.89,30.55,26.26,43.95,0,1840.55,39.23,Low
49.95,68.98,6.41,24.4,67.31,15.64,86.59,0,13982.63,42.65,Low
5.75,11.24,22.95,13.79,53.88,38.52,40.21,0,9908.98,23.84,Low
18.42,43.37,3.06,17.77,57.34,34.09,59.98,0,18840.24,24.68,Low
44.31,80.45,38.97,4.19,51.72,27.34,70.11,0,14977.76,44.22,Low
78.01,169.33,56.93,4.84,76.06,19.19,83.18,1,18267.41,96.21,High
65.07,146.14,21.97,31.96,36.0,21.5,59.85,0,4920.88,55.78,Moderate
39.5,85.21,28.67,6.59,53.74,24.85,61.55,0,11208.24,39.03,Low
69.29,166.5,57.29,4.95,76.91,13.99,84.45,0,11086.56,75.24,Moderate
39.3,69.99,12.32,1.02,19.53,33.53,37.45,1,24533.88,52.74,Moderate
8.87,12.64,6.34,27.81,35.7,37.59,44.9,0,968.2,19.36,Low
49.42,62.37,2.96,7.49,51.5,42.09,41.63,0,20493.05,41.34,Low
66.44,101.02,13.46,41.77,22.83,21.56,43.73,0,2879.24,48.89,Low
92.82,128.66,15.39,5.91,21.99,38.77,46.13,1,2469.26,84.29,Moderate
21.3,41.01,40.98,2.78,80.6,39.39,78.49,0,8540.32,40.45,Low
13.07,18.83,8.4,5.34,23.76,18.68,82.8,0,17668.79,15.7,Low
55.11,68.93,6.08,12.79,32.67,14.96,65.71,0,17121.93,40.33,Low
42.62,53.14,45.92,64.28,44.32,35.87,74.71,1,15883.08,72.43,Moderate
40.17,91.63,16.22,37.31,48.57,19.51,72.26,0,19476.5,41.43,Low
69.89,137.6,28.83,27.23,29.1,17.66,60.03,0,6193.26,59.66,Moderate
54.98,91.57,42.69,42.49,35.84,33.16,73.9,1,16029.19,75.87,Moderate
45.22,106.84,116.03,10.91,19.96,11.14,71.36,1,16131.92,93.6,High
23.34,30.14,33.86,7.61,28.92,20.54,69.7,0,16531.22,28.39,Low
52.23,129.24,14.87,28.88,53.91,6.36,61.34,0,15064.11,55.87,Moderate
12.62,25.25,45.32,12.11,58.13,16.59,62.81,0,5927.31,32.4,Low
39.23,56.43,11.69,5.1,60.36,18.43,57.46,0,22900.32,34.67,Low
31.76,66.14,56.83,4.5,39.9,17.5,33.6,0,24412.11,44.56,Low
8.47,18.58,14.06,19.05,36.07,20.7,59.04,0,17385.07,17.13,Low
42.7,75.08,9.91,5.12,13.84,4.46,60.81,1,11379.95,59.73,Moderate
21.34,49.5,26.36,24.5,32.88,14.93,46.59,0,13661.17,32.16,Low
42.04,58.68,33.15,2.6,43.47,38.45,52.81,0,3155.1,43.96,Low
15.61,24.39,10.3,4.65,61.76,27.98,70.51,0,9403.2,19.91,Low
55.32,73.11,15.87,42.79,5.0,19.88,73.15,1,24415.29,61.54,Moderate
85.38,125.87,35.82,26.99,33.26,18.45,35.09,1,13919.2,86.79,Moderate
12.62,19.06,29.41,12.93,5.0,32.65,49.56,1,14235.37,41.4,Low
15.59,37.32,34.42,12.91,7.93,25.86,71.94,0,23872.51,22.81,Low
10.85,14.12,57.55,5.44,66.35,13.78,41.03,0,22215.68,35.81,Low
28.0,49.16,31.72,32.51,13.97,19.66,58.04,0,14433.55,32.95,Low
41.62,78.75,68.21,32.96,42.16,12.63,41.32,1,7090.28,78.68,Moderate
50.25,119.01,47.12,10.78,60.52,18.07,46.66,0,3364.82,56.73,Moderate
38.72,96.7,16.17,10.55,30.64,31.85,65.29,0,21659.46,37.56,Low
49.29,107.43,59.33,7.17,15.52,30.85,69.41,0,23042.24,53.45,Moderate
30.99,76.3,30.79,15.74,42.38,35.29,75.72,0,12609.98,40.22,Low
21.15,47.02,53.32,1.15,71.2,26.42,100.0,1,2816.44,57.1,Moderate
15.91,39.01,34.89,11.73,59.86,9.91,57.16,0,15352.51,35.44,Low
28.73,60.89,79.5,27.37,35.03,12.54,57.92,0,9502.8,53.9,Moderate
16.22,21.15,9.93,14.27,28.86,29.74,79.21,0,4367.59,18.27,Low
40.81,70.3,21.68,21.93,63.13,26.02,76.89,1,23019.01,58.87,Moderate
16.43,33.53,39.48,17.17,10.77,13.41,68.17,1,6366.5,50.36,Moderate
22.88,37.88,28.43,14.77,58.74,21.58,54.22,0,17923.46,30.53,Low
62.46,97.15,11.79,12.6,29.39,44.0,71.12,0,11019.76,51.93,Moderate
66.14,129.01,74.3,24.61,10.26,34.32,51.17,0,20784.06,69.79,Moderate
64.88,156.59,24.14,10.11,5.0,39.99,50.11,0,17670.46,57.85,Moderate
31.34,39.04,49.87,4.29,72.7,13.21,64.16,0,3517.42,45.0,Low
21.79,47.94,37.34,35.31,35.98,41.7,91.03,0,11515.49,40.19,Low
44.86,95.98,44.17,22.68,22.12,19.8,55.74,0,6864.82,47.87,Low
16.71,40.98,9.33,0.93,39.13,40.72,60.88,0,17982.82,25.45,Low
51.8,124.84,24.9,16.0,28.55,28.58,36.36,0,13844.88,46.92,Low
20.36,44.6,44.93,0.77,29.23,31.28,46.42,1,8834.44,52.23,Moderate
27.9,52.36,49.64,2.92,30.07,31.95,65.45,1,8571.77,58.06,Moderate
52.52,76.98,46.7,17.5,40.17,25.99,67.18,1,3304.93,68.98,Moderate
6.59,12.59,14.15,34.17,55.15,30.83,89.11,0,5738.63,19.99,Low
21.01,46.11,5.47,55.55,9.42,14.81,44.3,0,17979.92,26.25,Low
41.38,97.83,8.27,42.96,67.01,23.71,62.06,0,15442.66,40.46,Low
47.18,105.06,25.85,1.62,21.1,32.81,53.2,1,9212.1,63.31,Moderate
42.43,61.69,27.81,47.23,45.12,26.09,64.27,0,20984.83,41.26,Low
27.66,54.76,25.77,24.56,38.84,21.49,51.97,0,12368.11,32.37,Low
55.83,91.11,9.58,26.18,23.86,27.34,33.99,0,19963.64,40.49,Low
15.49,18.78,16.62,6.8,62.71,11.36,69.63,0,19638.91,26.83,Low
14.97,21.86,73.84,18.96,24.12,35.46,48.87,0,21275.97,39.86,Low
41.12,55.39,33.41,17.78,68.38,4.21,56.49,0,21319.41,51.02,Moderate
14.13,32.45,24.53,18.74,53.36,24.75,61.01,0,17137.03,23.59,Low
87.15,133.86,72.75,21.62,25.01,32.6,59.61,0,18860.88,78.53,Moderate
21.46,33.69,83.87,12.36,16.03,25.82,15.45,0,19534.23,40.36,Low
55.19,135.1,18.04,10.14,61.3,20.31,36.11,1,4644.41,70.49,Moderate
12.21,20.68,33.58,13.61,17.18,36.0,55.84,0,7856.0,25.6,Low
76.26,92.46,6.66,31.18,37.34,18.11,94.55,0,3053.87,52.04,Moderate
32.81,51.48,4.98,25.88,53.94,41.85,46.0,0,5139.6,36.17,Low
21.03,28.5,21.57,29.84,49.27,22.9,54.39,0,19568.04,26.69,Low
26.33,35.12,9.05,17.86,35.94,22.55,80.18,0,23704.21,23.37,Low
